p.case_id,c.name,c.dimension
36,avoids frictions,religion
36,considers pronoun use through lens of self and others,pronouns
36,shares pronouns when asked,pronouns
36,Identity is so important to people because it's the biggest factor in how we are judged I like figuring out my own identity and being able to relate to others but it seems like people have ruined the exciting part of identity by adding discrimination,identity_reflection
36,tries to comfort people,neurodiversity
36,learns from making and correcting a misgendering mistake,gender
36,experiences generational gap in understanding of the practice of pronouns,pronouns
36,pronouns feel clarifying helpful useful,pronoun_feelings
36,controls impressions using clothing or makeup,class
160,pronouns feel performative,pronoun_feelings
160,"thought \""i honestly think the doubling down on restrictive gender norms is ridiculous\""",pronoun_feelings
160,pronouns feel complicated,pronoun_feelings
160,protects privilege or wealth,class
160,hides lgbtqia+ identity as needed,lgbtqia
160,masks,neurodiversity
160,observes age discrimination and acts,age
160,connects with peers,race-ethnicity
160,uses self-confidence,race-ethnicity
160,experiences/observes ableism,disability
160,respects people,age
160,hides whole self,class
160,learns and empowers self,race-ethnicity
160,assimilates as needed,religion
160,respects the emotions of others,religion
160,hides whole self,religion
160,hides whole self,neurodiversity
160,avoids frictions,neurodiversity
160,assimilates into dominant culture,gender
160,experiences/observes gender discrimination,gender
160,assimilates into gender norms,gender
160,hides whole self,lgbtqia
160,uses privacy at times (hides details to protect self),lgbtqia
160,avoids friction,lgbtqia
160,respects people,religion
160,mimics,neurodiversity
160,deals with racist jokes or slurs,race-ethnicity
160,ambivalent feelings,pronoun_feelings
160,deals with mean jokes or slurs,disability
160,"uses a \""dont ask dont tell\"" approach",lgbtqia
160,adapts attitudes or behaviors to situation,lgbtqia
160,uses privacy (hides details or protects self),neurodiversity
160,deals with harrassment,race-ethnicity
160,learns mother tongue,race-ethnicity
160,uses privacy at times (hides details to protect self),religion
160,connects with own culture,race-ethnicity
160,mimics neurotypicals,neurodiversity
160,acts less intelligence and less active to avoid conflict,gender
160,conforms to gender expectations to avoid conflict,gender
160,plays into gender script to get by,gender
160,supports other women,gender
160,pronouns feel co-opted,pronoun_feelings
160,"music, old souls, luddites",identity_affinities
160,"\""I think in the discussion of identity a new term might be necessary in order to accurately convey the experience of living as an ostracized minority. \""Identity\"" implies choice, and as an LGBT woman of color I have no choice in the matter. \""",identity_reflection
160,shares own pronouns when asked,pronouns
160,deals with aggression or hate or homophobia,lgbtqia
160,pretends or performs for others,neurodiversity
160,mirrors,neurodiversity
160,observes age discrimination or erasure (girls made invisible),age
160,performs as less affluent,class
108,blends in,race-ethnicity
108,"\""sometimes what we identify with is not necessarily a true representation of ourselves, but rather comes from external influences such as societal cues or the internet.\""",identity_reflection
108,pronouns feel fine,pronoun_feelings
108,experiences/observes no religious discrimination,religion
108,experiences/observes no ableism,disability
108,experiences/observes no neurodiversity discrimination,neurodiversity
108,assimilates into dominant culture,race-ethnicity
108,isolates or withdraws,gender
108,ignores people,gender
108,avoids frictions,gender
108,observes bullying,class
108,deals with mistreatment,gender
108,shares own pronouns when asked,pronouns
108,sets boundaries,gender
108,changes name or uses nickname,race-ethnicity
390,vents with friends,age
390,pronouns feel complicated,pronoun_feelings
390,uses privacy (hides details or protects self),gender
390,hides lgbtqia+ identity as needed,lgbtqia
390,LGBTQIA+ sports team,identity_affinities
390,considers safety when deciding to share pronouns,pronouns
390,uses self-confidence,class
390,leaves a heterosexual presenting marriage,lgbtqia
390,experiences pronoun use as a form of safety signal,pronouns
390,typically shares pronouns only with other lgbtqia+ people,pronouns
390,"thought \""it forces me to decide whether i want to be 'out' about my gender before i can assess the safety of a room full of people\""",pronoun_feelings
390,connects with peers,age
390,opts out of activities that are unaffordable,class
390,lives within means,class
390,works harder or overcompensates,neurodiversity
390,works harder or overcompensates,disability
390,challenges racist boss,race-ethnicity
390,experiences/observes ableism,disability
390,uses open communication,age
390,confronts problems,race-ethnicity
390,hides whole self,gender
390,assimilates into dominant culture,gender
390,compromises self to fit workplace expectations,gender
390,manages difficult situations,lgbtqia
390,hides whole self,lgbtqia
390,uses privacy at times (hides details to protect self),lgbtqia
390,avoids friction,lgbtqia
390,makes fun or jokes around,age
390,practices authenticity,class
390,ambivalent feelings,pronoun_feelings
390,remains closeted as needed,lgbtqia
390,adapts attitudes or behaviors to situation,lgbtqia
390,experiences religious impositions or pressures to conform,religion
390,avoids harmful situations,race-ethnicity
390,sets boundaries,class
390,considers pronoun use through lens of self and others,pronouns
390,uses privacy at times (hides details to protect self),religion
390,resists or confronts race/ethnicity discrimination,race-ethnicity
390,experiences or expresses distress related to religion,religion
181,hides disability/struggles,disability
181,hides lgbtqia+ identity as needed,lgbtqia
181,uses self-confidence,age
181,avoids discussing religion or religious topics,religion
181,pronouns feel fine,pronoun_feelings
181,does not hide,neurodiversity
181,resists pressures,age
181,ignores people,age
181,assimilates into dominant culture,race-ethnicity
181,hides whole self,gender
181,manages difficult situations,lgbtqia
181,hides whole self,lgbtqia
181,uses privacy at times (hides details to protect self),lgbtqia
181,connects with peers,lgbtqia
181,avoids friction,lgbtqia
181,passes,race-ethnicity
181,ambivalent feelings,pronoun_feelings
181,passes,disability
181,seeks safety,lgbtqia
181,remains closeted as needed,lgbtqia
181,adapts attitudes or behaviors to situation,lgbtqia
181,uses accommodations,disability
181,considers pronoun use through lens of self and others,pronouns
181,accommodates religious family members at times,religion
181,masks as female at times,gender
181,uses she/they at times just to make it easier on other people,gender
181,accepts assumptions at times,gender
181,experiences pronoun use as complicated,pronouns
181,"thought \""i’m not ashamed of it and people are welcome to judge me if they wish to as i don’t have any control over their perceptions\""",pronoun_feelings
181,outsider and floater (not by choice),identity_affinities
